Loop,Iteration,Fid,East,North,Ter,Alt,Pitch,MAG,EM1_X01,EM1_X02,EM1_X03,EM1_X04,EM1_X05,EM1_X06,EM1_X07,EM1_X08,EM1_X09,EM1_X10,EM1_Z01,EM1_Z02,EM1_Z03,EM1_Z04,EM1_Z05,EM1_Z06,EM1_Z07,EM1_Z08,EM1_Z09,EM1_Z10
1,2,410,734924.8,7172709.5,569.0,90.8,0.0,0.0,161193.9,76366.95,28102.06,7425.521,1494.275,295.7224,85.57168,22.26510,2.645270,0.000000,225643.2,142009.2,70526.58,26345.58,7241.263,1595.175,396.9510,114.0966,25.01918,0.000000
1,2,413,734925.1,7172668.5,569.4,91.8,0.0,0.0,169768.5,83872.27,32221.27,8668.335,1722.247,347.3702,97.89095,23.87336,2.650998,0.000000,229378.1,148328.0,74646.43,27701.29,7550.854,1659.610,415.6977,119.5697,26.02692,0.000000
1,2,416,734925.4,7172628.0,570.1,93.0,0.0,0.0,176836.5,90414.45,35991.06,9975.142,1997.050,411.1243,113.0695,25.77391,2.660086,0.000000,232696.6,154570.1,79289.55,29325.16,7899.526,1734.353,438.1470,125.9155,27.15031,0.000000
1,2,419,734925.6,7172587.5,570.9,94.1,0.0,0.0,183135.1,96217.05,39156.87,11169.12,2288.857,485.2666,129.7769,27.78360,2.700516,0.000000,235923.6,160496.1,84080.53,31198.92,8310.591,1824.439,466.0237,133.2944,28.39277,0.000000
1,2,422,734925.6,7172545.5,571.5,95.2,0.0,0.0,189368.1,101677.3,41763.29,12141.78,2569.260,565.7717,147.9766,29.84067,2.752069,0.000000,239123.5,166063.1,88725.34,33245.46,8799.438,1939.023,500.6651,141.9179,29.77978,0.000000
1,2,425,734925.6,7172503.5,572.1,95.9,0.0,0.0,196991.3,107425.0,44032.94,12830.70,2800.677,645.1472,165.3159,31.50013,2.682956,0.000000,243038.3,171703.7,93142.02,35307.58,9344.023,2077.554,542.0972,151.7281,31.36357,0.000000
1,2,428,734925.4,7172461.5,572.3,95.8,0.0,0.0,208328.4,114563.4,46367.66,13292.44,2972.087,719.0887,181.0718,32.74476,2.566876,0.000000,249284.5,178844.7,97963.23,37410.99,9939.064,2243.219,590.5684,162.6761,33.07481,0.000000
1,2,431,734925.2,7172419.5,571.9,95.1,0.0,0.0,221183.1,121722.8,48245.68,13447.17,3064.214,779.8742,193.2195,33.16529,2.356615,0.000000,257179.6,187056.3,102827.2,39293.71,10519.41,2430.567,645.3467,174.6872,34.94397,0.000000
1,2,434,734925.0,7172377.5,571.8,94.6,0.0,0.0,229385.2,125462.7,48573.00,13172.01,3066.281,820.1393,199.0821,32.05320,1.818158,0.000000,263642.2,193496.3,106100.5,40412.45,10972.56,2622.657,703.0333,186.9613,36.86803,0.000000
1,2,437,734924.8,7172335.5,572.9,94.2,0.0,0.0,230914.1,124827.8,47341.94,12614.08,3018.341,843.1809,200.3741,30.11000,1.133807,0.000000,267419.8,196320.5,106870.9,40594.78,11265.24,2808.261,759.0370,198.1091,38.44567,0.000000
1,2,440,734924.8,7172293.5,574.3,93.4,0.0,0.0,230584.0,122949.0,45847.82,12101.40,2980.789,861.3731,201.8070,29.36785,0.9665825,0.000000,270953.7,197406.7,106390.2,40361.67,11505.41,2999.509,816.6554,209.5064,40.12860,0.000000
1,2,443,734924.9,7172251.5,574.6,93.0,0.0,0.0,225628.6,118743.4,43815.00,11581.37,2929.246,861.3452,198.0906,27.66965,0.6352997,0.000000,273315.5,197143.5,105058.6,39900.07,11737.29,3205.186,880.3906,223.2849,42.51772,0.000000
1,2,446,734925.1,7172210.5,573.6,93.8,0.0,0.0,213295.4,110468.6,40624.77,10887.28,2822.407,830.7953,185.0938,23.58332,-0.2371376,0.000000,272225.0,194158.0,102599.3,39215.36,11929.56,3399.238,940.7704,236.4973,44.81963,0.000000
1,2,449,734925.2,7172170.0,573.5,94.8,0.0,0.0,196487.0,99901.70,36708.05,10026.69,2665.884,777.7926,166.6478,18.60126,-1.239534,0.000000,267495.5,188213.0,99154.88,38403.22,12093.77,3576.413,995.5523,248.4172,46.84987,0.000000
1,2,452,734925.4,7172129.5,575.6,95.6,0.0,0.0,179468.8,89939.42,32960.77,9144.414,2493.228,715.1932,146.7236,13.72291,-2.177432,0.000000,259148.5,180037.3,95059.51,37510.54,12248.22,3744.549,1048.805,260.7308,49.11149,0.000000
1,2,455,734925.8,7172087.0,578.2,96.2,0.0,0.0,164805.6,81530.15,29759.96,8382.062,2336.197,647.0989,123.5830,7.454761,-3.522947,0.000000,247373.0,170733.9,90618.66,36535.57,12411.44,3913.777,1103.315,273.8560,51.61552,0.000000
1,2,458,734926.3,7172045.0,579.5,95.1,0.0,0.0,161766.5,78326.65,28266.52,8091.333,2286.230,602.0835,105.7457,2.169892,-4.788090,0.000000,241271.8,165678.2,88122.49,36183.52,12742.18,4112.912,1162.961,287.7747,54.18531,0.000000
1,2,461,734926.8,7172003.0,580.1,93.8,0.0,0.0,163178.1,77626.66,27978.01,8276.939,2364.187,589.6565,96.05864,-1.752345,-6.003009,0.000000,237609.3,161588.0,85907.56,36032.38,13166.29,4331.271,1226.932,302.6703,56.90674,0.000000
1,2,464,734927.4,7171961.0,580.0,94.0,0.0,0.0,163160.7,77352.66,28552.20,8927.545,2587.434,623.4442,99.29340,-3.454303,-7.142347,0.000000,234047.0,157127.1,83505.48,35995.12,13653.25,4561.979,1294.434,318.5062,59.79391,0.000000
