 East  ,  Channel ,   Error 	 
  478994.2,       0.0,        -0.0225
  478994.2,     -40.0,        -0.0783
  478994.2,     -80.0,         0.0945
  478994.2,    -120.0,         0.4287
  478994.2,    -160.0,         0.7346
  478994.2,    -200.0,         0.3406
  478994.2,    -240.0,        -0.2607
  478994.2,    -280.0,        -0.3318
  478994.2,    -320.0,        -0.3394
  478994.2,    -360.0,        -0.3344
  478994.2,    -400.0,         0.1748
  478994.2,    -440.0,        -0.2100
  478993.1,       0.0,         0.0154
  478993.1,     -40.0,        -0.0625
  478993.1,     -80.0,         0.0759
  478993.1,    -120.0,         0.3947
  478993.1,    -160.0,         0.7327
  478993.1,    -200.0,         0.2943
  478993.1,    -240.0,        -0.2627
  478993.1,    -280.0,        -0.2374
  478993.1,    -320.0,        -0.2571
  478993.1,    -360.0,        -0.3523
  478993.1,    -400.0,         0.1302
  478993.1,    -440.0,        -0.1995
  478993.2,       0.0,         0.1126
  478993.2,     -40.0,         0.0134
  478993.2,     -80.0,         0.0997
  478993.2,    -120.0,         0.3950
  478993.2,    -160.0,         0.7735
  478993.2,    -200.0,         0.2825
  478993.2,    -240.0,        -0.3092
  478993.2,    -280.0,        -0.0602
  478993.2,    -320.0,        -0.1111
  478993.2,    -360.0,        -0.3256
  478993.2,    -400.0,         0.1212
  478993.2,    -440.0,        -0.1454
  478994.3,       0.0,         0.2016
  478994.3,     -40.0,         0.1034
  478994.3,     -80.0,         0.1406
  478994.3,    -120.0,         0.4040
  478994.3,    -160.0,         0.8288
  478994.3,    -200.0,         0.2750
  478994.3,    -240.0,        -0.3672
  478994.3,    -280.0,         0.0807
  478994.3,    -320.0,         0.0495
  478994.3,    -360.0,        -0.2848
  478994.3,    -400.0,         0.1278
  478994.3,    -440.0,        -0.1040
  478995.7,       0.0,         0.2013
  478995.7,     -40.0,         0.0933
  478995.7,     -80.0,         0.1159
  478995.7,    -120.0,         0.3658
  478995.7,    -160.0,         0.8390
  478995.7,    -200.0,         0.2414
  478995.7,    -240.0,        -0.3748
  478995.7,    -280.0,         0.1014
  478995.7,    -320.0,         0.0972
  478995.7,    -360.0,        -0.3233
  478995.7,    -400.0,         0.0733
  478995.7,    -440.0,        -0.0839
  478996.8,       0.0,         0.1584
  478996.8,     -40.0,         0.0209
  478996.8,     -80.0,         0.0410
  478996.8,    -120.0,         0.2871
  478996.8,    -160.0,         0.8106
  478996.8,    -200.0,         0.1987
  478996.8,    -240.0,        -0.3569
  478996.8,    -280.0,         0.0868
  478996.8,    -320.0,         0.0757
  478996.8,    -360.0,        -0.4063
  478996.8,    -400.0,        -0.0365
  478996.8,    -440.0,        -0.0754
  478997.1,       0.0,         0.1702
  478997.1,     -40.0,         0.0144
  478997.1,     -80.0,         0.0195
  478997.1,    -120.0,         0.2460
  478997.1,    -160.0,         0.7950
  478997.1,    -200.0,         0.1790
  478997.1,    -240.0,        -0.2839
  478997.1,    -280.0,         0.1370
  478997.1,    -320.0,         0.1370
  478997.1,    -360.0,        -0.4046
  478997.1,    -400.0,        -0.0952
  478997.1,    -440.0,         0.0115
  478996.1,       0.0,         0.2142
  478996.1,     -40.0,         0.0689
  478996.1,     -80.0,         0.0403
  478996.1,    -120.0,         0.2033
  478996.1,    -160.0,         0.7548
  478996.1,    -200.0,         0.1929
  478996.1,    -240.0,        -0.3069
  478996.1,    -280.0,         0.1857
  478996.1,    -320.0,         0.2951
  478996.1,    -360.0,        -0.3262
  478996.1,    -400.0,        -0.1390
  478996.1,    -440.0,         0.1700
  478994.3,       0.0,         0.2482
  478994.3,     -40.0,         0.1392
  478994.3,     -80.0,         0.1223
  478994.3,    -120.0,         0.1842
  478994.3,    -160.0,         0.7081
  478994.3,    -200.0,         0.2671
  478994.3,    -240.0,        -0.2833
  478994.3,    -280.0,         0.1351
