Line,Location,RL,East,North,Res_ohmm,Log_Res, Conductivity_Ms_m,Log_Cond
31003,50.0,25.6,478996.81,6196058.00,17.70,1.25,56.50,1.75
31003,50.0,22.6,478996.81,6196058.00,15.60,1.19,64.08,1.81
31003,50.0,19.6,478996.81,6196058.00,13.20,1.12,75.77,1.88
31003,50.0,16.6,478996.81,6196058.00,11.70,1.07,85.49,1.93
31003,50.0,13.6,478996.81,6196058.00,11.39,1.06,87.77,1.94
31003,50.0,10.6,478996.81,6196058.00,12.13,1.08,82.44,1.92
31003,50.0,7.6,478996.81,6196058.00,13.63,1.13,73.35,1.87
31003,50.0,4.6,478996.81,6196058.00,15.61,1.19,64.06,1.81
31003,50.0,1.6,478996.81,6196058.00,17.77,1.25,56.26,1.75
31003,50.0,-1.4,478996.81,6196058.00,19.88,1.30,50.29,1.70
31003,50.0,-4.4,478996.81,6196058.00,21.78,1.34,45.90,1.66
31003,50.0,-7.4,478996.81,6196058.00,23.40,1.37,42.74,1.63
31003,50.0,-10.4,478996.81,6196058.00,24.71,1.39,40.47,1.61
31003,50.0,-13.4,478996.81,6196058.00,25.75,1.41,38.84,1.59
31003,50.0,-16.4,478996.81,6196058.00,26.56,1.42,37.66,1.58
31003,50.0,-19.4,478996.81,6196058.00,27.18,1.43,36.79,1.57
31003,50.0,-22.4,478996.81,6196058.00,27.66,1.44,36.15,1.56
31003,50.0,-25.4,478996.81,6196058.00,28.03,1.45,35.67,1.55
31003,50.0,-28.4,478996.81,6196058.00,28.32,1.45,35.31,1.55
31003,50.0,-31.4,478996.81,6196058.00,28.55,1.46,35.03,1.54
31003,50.0,-34.6,478996.81,6196058.00,28.75,1.46,34.78,1.54
31003,50.0,-38.1,478996.81,6196058.00,28.92,1.46,34.58,1.54
31003,50.0,-41.6,478996.81,6196058.00,29.04,1.46,34.43,1.54
31003,50.0,-45.0,478996.81,6196058.00,29.15,1.46,34.31,1.54
31003,50.0,-48.5,478996.81,6196058.00,29.23,1.47,34.21,1.53
31003,50.0,-52.0,478996.81,6196058.00,29.30,1.47,34.13,1.53
31003,50.0,-55.5,478996.81,6196058.00,29.36,1.47,34.06,1.53
31003,50.0,-58.9,478996.81,6196058.00,29.40,1.47,34.01,1.53
31003,50.0,-62.4,478996.81,6196058.00,29.44,1.47,33.97,1.53
31003,50.0,-65.9,478996.81,6196058.00,29.46,1.47,33.94,1.53
31003,150.0,24.6,478996.81,6196158.00,17.63,1.25,56.73,1.75
31003,150.0,21.6,478996.81,6196158.00,13.84,1.14,72.24,1.86
31003,150.0,18.6,478996.81,6196158.00,10.28,1.01,97.32,1.99
31003,150.0,15.6,478996.81,6196158.00,8.42,0.93,118.70,2.07
31003,150.0,12.6,478996.81,6196158.00,8.19,0.91,122.04,2.09
31003,150.0,9.6,478996.81,6196158.00,9.17,0.96,109.04,2.04
31003,150.0,6.6,478996.81,6196158.00,11.00,1.04,90.93,1.96
31003,150.0,3.6,478996.81,6196158.00,13.34,1.13,74.96,1.87
31003,150.0,0.6,478996.81,6196158.00,15.88,1.20,62.99,1.80
31003,150.0,-2.4,478996.81,6196158.00,18.33,1.26,54.56,1.74
31003,150.0,-5.4,478996.81,6196158.00,20.52,1.31,48.74,1.69
31003,150.0,-8.4,478996.81,6196158.00,22.36,1.35,44.72,1.65
31003,150.0,-11.4,478996.81,6196158.00,23.86,1.38,41.92,1.62
31003,150.0,-14.4,478996.81,6196158.00,25.04,1.40,39.94,1.60
31003,150.0,-17.4,478996.81,6196158.00,25.96,1.41,38.53,1.59
31003,150.0,-20.4,478996.81,6196158.00,26.66,1.43,37.50,1.57
