 East  ,  RL  ,  Delpar	 
      25.0,     561.4,      0.46
      25.0,     551.4,      0.45
      25.0,     541.4,      0.44
      25.0,     531.4,      0.41
      25.0,     521.4,      0.38
      25.0,     508.9,      0.34
      25.0,     491.4,      0.27
      25.0,     470.8,      0.21
      25.0,     449.0,      0.16
      25.0,     425.8,      0.11
      25.0,     401.3,      0.08
      25.0,     375.3,      0.05
      25.0,     347.7,      0.04
      25.0,     318.5,      0.02
      25.0,     287.5,      0.01
      25.0,     254.7,      0.01
      25.0,     219.9,      0.00
      25.0,     182.9,      0.00
      25.0,     143.7,      0.00
      25.0,     102.1,      0.00
      25.0,      58.0,      0.00
      25.0,      11.3,      0.00
      75.0,     561.0,      0.54
      75.0,     551.0,      0.53
      75.0,     541.0,      0.50
      75.0,     531.0,      0.47
      75.0,     521.0,      0.43
      75.0,     508.5,      0.37
      75.0,     491.0,      0.30
      75.0,     470.4,      0.23
      75.0,     448.5,      0.17
      75.0,     425.4,      0.12
      75.0,     400.8,      0.08
      75.0,     374.8,      0.06
      75.0,     347.3,      0.04
      75.0,     318.1,      0.02
      75.0,     287.1,      0.01
      75.0,     254.2,      0.01
      75.0,     219.4,      0.01
      75.0,     182.5,      0.00
      75.0,     143.4,      0.00
      75.0,     101.9,      0.00
      75.0,      57.9,      0.00
      75.0,      11.3,      0.00
     125.0,     560.7,      0.62
     125.0,     550.7,      0.61
     125.0,     540.7,      0.58
     125.0,     530.7,      0.54
     125.0,     520.7,      0.49
     125.0,     508.2,      0.42
     125.0,     490.7,      0.33
     125.0,     470.1,      0.25
     125.0,     448.3,      0.19
     125.0,     425.2,      0.13
     125.0,     400.6,      0.09
     125.0,     374.6,      0.06
     125.0,     347.0,      0.04
     125.0,     317.8,      0.03
     125.0,     286.9,      0.02
     125.0,     254.0,      0.01
     125.0,     219.2,      0.01
     125.0,     182.3,      0.00
     125.0,     143.2,      0.00
     125.0,     101.8,      0.00
     125.0,      57.8,      0.00
     125.0,      11.2,      0.00
     175.0,     561.0,      0.65
     175.0,     551.0,      0.64
     175.0,     541.0,      0.61
     175.0,     531.0,      0.57
     175.0,     521.0,      0.52
     175.0,     508.5,      0.45
     175.0,     491.0,      0.36
     175.0,     470.4,      0.27
     175.0,     448.6,      0.20
     175.0,     425.4,      0.15
     175.0,     400.9,      0.10
     175.0,     374.9,      0.07
     175.0,     347.3,      0.05
     175.0,     318.1,      0.03
     175.0,     287.1,      0.02
     175.0,     254.3,      0.01
     175.0,     219.5,      0.01
     175.0,     182.6,      0.00
     175.0,     143.4,      0.00
     175.0,     101.9,      0.00
     175.0,      57.9,      0.00
     175.0,      11.3,      0.00
     225.0,     561.6,      0.62
     225.0,     551.6,      0.61
     225.0,     541.6,      0.59
     225.0,     531.6,      0.55
     225.0,     521.6,      0.52
     225.0,     509.1,      0.45
     225.0,     491.6,      0.37
     225.0,     471.0,      0.29
     225.0,     449.1,      0.22
     225.0,     426.0,      0.16
     225.0,     401.5,      0.11
     225.0,     375.4,      0.08
     225.0,     347.9,      0.05
     225.0,     318.7,      0.03
     225.0,     287.7,      0.02
     225.0,     254.8,      0.01
     225.0,     220.0,      0.01
     225.0,     183.1,      0.00
     225.0,     143.8,      0.00
     225.0,     102.2,      0.00
     225.0,      58.1,      0.00
     225.0,      11.3,      0.00
     275.0,     562.1,      0.56
     275.0,     552.1,      0.55
     275.0,     542.1,      0.53
     275.0,     532.1,      0.51
     275.0,     522.1,      0.48
     275.0,     509.6,      0.43
     275.0,     492.1,      0.36
     275.0,     471.5,      0.29
     275.0,     449.6,      0.23
     275.0,     426.5,      0.17
     275.0,     402.0,      0.12
     275.0,     376.0,      0.09
     275.0,     348.4,      0.06
     275.0,     319.2,      0.04
     275.0,     288.2,      0.02
     275.0,     255.4,      0.01
     275.0,     220.5,      0.01
     275.0,     183.5,      0.00
     275.0,     144.1,      0.00
     275.0,     102.4,      0.00
     275.0,      58.2,      0.00
     275.0,      11.4,      0.00
     325.0,     562.3,      0.48
     325.0,     552.3,      0.47
     325.0,     542.3,      0.46
     325.0,     532.3,      0.45
     325.0,     522.3,      0.43
     325.0,     509.8,      0.39
     325.0,     492.3,      0.34
     325.0,     471.7,      0.29
     325.0,     449.9,      0.23
     325.0,     426.8,      0.18
     325.0,     402.2,      0.13
     325.0,     376.2,      0.09
     325.0,     348.6,      0.07
     325.0,     319.4,      0.04
     325.0,     288.4,      0.03
     325.0,     255.6,      0.02
     325.0,     220.8,      0.01
     325.0,     183.8,      0.00
     325.0,     144.3,      0.00
     325.0,     102.6,      0.00
     325.0,      58.3,      0.00
     325.0,      11.4,     -0.00
     375.0,     562.4,      0.41
     375.0,     552.4,      0.40
     375.0,     542.4,      0.40
     375.0,     532.4,      0.39
     375.0,     522.4,      0.38
     375.0,     509.9,      0.35
     375.0,     492.4,      0.32
     375.0,     471.8,      0.27
     375.0,     450.0,      0.23
     375.0,     426.8,      0.18
     375.0,     402.3,      0.14
     375.0,     376.3,      0.10
     375.0,     348.7,      0.07
     375.0,     319.5,      0.05
     375.0,     288.5,      0.03
     375.0,     255.7,      0.02
     375.0,     220.9,      0.01
     375.0,     183.8,      0.00
     375.0,     144.4,      0.00
     375.0,     102.6,      0.00
     375.0,      58.3,      0.00
     375.0,      11.4,     -0.00
     425.0,     562.6,      0.35
     425.0,     552.6,      0.35
     425.0,     542.6,      0.34
     425.0,     532.6,      0.34
     425.0,     522.6,      0.33
     425.0,     510.1,      0.32
     425.0,     492.6,      0.29
     425.0,     472.0,      0.26
     425.0,     450.1,      0.22
     425.0,     427.0,      0.18
     425.0,     402.5,      0.14
     425.0,     376.4,      0.11
     425.0,     348.9,      0.07
     425.0,     319.7,      0.05
     425.0,     288.7,      0.03
     425.0,     255.9,      0.02
     425.0,     221.0,      0.01
     425.0,     184.0,      0.00
     425.0,     144.5,      0.00
     425.0,     102.7,      0.00
     425.0,      58.4,     -0.00
     425.0,      11.4,     -0.00
     475.0,     562.9,      0.31
     475.0,     552.9,      0.31
     475.0,     542.9,      0.31
     475.0,     532.9,      0.31
     475.0,     522.9,      0.31
     475.0,     510.4,      0.30
     475.0,     492.9,      0.29
     475.0,     472.3,      0.26
     475.0,     450.5,      0.23
     475.0,     427.3,      0.19
     475.0,     402.8,      0.15
     475.0,     376.8,      0.11
     475.0,     349.2,      0.08
     475.0,     320.0,      0.05
     475.0,     289.0,      0.03
     475.0,     256.2,      0.02
     475.0,     221.4,      0.01
     475.0,     184.3,      0.00
     475.0,     144.7,      0.00
     475.0,     102.9,      0.00
     475.0,      58.5,     -0.00
     475.0,      11.5,     -0.00
     525.0,     563.3,      0.31
     525.0,     553.3,      0.31
     525.0,     543.3,      0.32
     525.0,     533.3,      0.32
     525.0,     523.3,      0.32
     525.0,     510.8,      0.31
     525.0,     493.3,      0.31
     525.0,     472.7,      0.29
     525.0,     450.9,      0.25
     525.0,     427.7,      0.21
     525.0,     403.2,      0.17
     525.0,     377.2,      0.13
     525.0,     349.6,      0.09
     525.0,     320.4,      0.06
     525.0,     289.4,      0.03
     525.0,     256.6,      0.02
     525.0,     221.8,      0.01
     525.0,     184.6,      0.00
     525.0,     145.0,      0.00
     525.0,     103.1,     -0.00
     525.0,      58.6,     -0.00
     525.0,      11.5,     -0.00
     575.0,     563.6,      0.36
     575.0,     553.6,      0.36
     575.0,     543.6,      0.37
     575.0,     533.6,      0.37
     575.0,     523.6,      0.37
     575.0,     511.1,      0.37
     575.0,     493.6,      0.36
     575.0,     473.0,      0.34
     575.0,     451.1,      0.30
     575.0,     428.0,      0.25
     575.0,     403.5,      0.19
     575.0,     377.4,      0.14
     575.0,     349.9,      0.10
     575.0,     320.7,      0.06
     575.0,     289.7,      0.04
     575.0,     256.9,      0.02
