Loop,Iteration,Fid,East,North,Ter,Alt,Pitch,MAG,HCP106140Hz_IP,HCP106140Hz_OP,HCP25380Hz_IP,HCP25380Hz_OP,HCP6135Hz_IP,HCP6135Hz_OP,HCP1518Hz_IP,HCP1518Hz_OP,HCP385Hz_IP,HCP385Hz_OP,VCA3323Hz_IP,VCA3323Hz_OP
1,1,90,479602.3,6196296.0,22.7,38.9,0.0,0.0,1234.018,281.0952,924.5823,396.7558,490.3419,402.0683,165.4860,245.9677,41.03704,103.6873,103.0003,103.7738
1,1,102,479605.5,6196331.0,23.4,38.5,0.0,0.0,1271.137,291.9210,951.7758,407.7637,506.5805,414.0594,170.5869,254.2241,41.75419,106.9311,109.8598,110.9937
1,1,114,479607.1,6196365.0,24.2,38.2,0.0,0.0,1339.296,312.3709,999.1335,430.5053,531.4149,435.6188,177.7841,267.2213,42.90174,111.8124,118.6438,121.7459
1,1,126,479606.7,6196399.0,25.2,37.1,0.0,0.0,1410.995,334.0093,1048.569,454.7034,557.0086,458.1424,185.1882,280.6667,44.15027,116.8604,126.9742,132.3191
1,1,138,479604.8,6196432.5,25.6,35.8,0.0,0.0,1458.026,348.2018,1081.420,469.9299,575.0952,472.7932,190.7557,290.0575,45.14830,120.5145,132.2872,138.8383
1,1,150,479602.0,6196466.0,25.4,35.6,0.0,0.0,1459.976,348.6941,1084.231,468.5887,579.7932,473.1823,193.0530,292.1791,45.64592,121.6675,132.8111,138.5512
1,1,162,479599.6,6196500.0,25.2,36.4,0.0,0.0,1426.399,338.4131,1063.305,454.2598,573.8049,462.3375,192.6994,288.5113,45.72722,120.8132,129.7245,133.0427
1,1,174,479598.7,6196535.0,25.5,37.1,0.0,0.0,1378.953,323.9988,1032.912,435.0533,563.2698,447.0912,191.1267,282.4168,45.60689,119.0842,125.4208,125.6717
1,1,186,479598.9,6196570.0,26.1,37.3,0.0,0.0,1342.074,312.9181,1009.181,420.1194,555.1108,435.1723,189.9372,277.6902,45.52161,117.7514,122.4852,120.1383
1,1,198,479599.5,6196606.0,26.6,37.3,0.0,0.0,1331.792,309.9815,1003.074,415.0778,554.6332,431.6855,190.5315,277.1672,45.69045,117.8116,122.2616,118.3876
