Line,Location,RL,East,North,Res_ohmm,LogRes,Cond_Ms_m,LogCond
31043,50.0,20.4,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,17.4,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,14.4,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,11.4,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,8.4,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,5.4,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,2.4,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-0.6,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-3.6,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-6.6,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-9.6,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-12.6,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-15.6,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-18.6,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-21.6,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-24.6,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-27.6,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-30.6,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-33.6,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-36.6,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-39.6,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-42.6,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-45.7,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-48.7,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-51.8,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-54.8,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-57.9,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-60.9,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-64.0,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,50.0,-67.0,479601.19,6196079.50,30.00,1.48,33.33,1.52
31043,150.0,20.2,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,17.2,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,14.2,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,11.2,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,8.2,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,5.2,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,2.2,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-0.8,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-3.8,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-6.8,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-9.8,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-12.8,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-15.8,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-18.8,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-21.8,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-24.8,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-27.8,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-30.8,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-33.8,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-36.8,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-39.8,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-42.9,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-45.9,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-48.9,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-51.9,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-55.0,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-58.0,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-61.0,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-64.0,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,150.0,-67.1,479601.19,6196179.50,30.00,1.48,33.33,1.52
31043,250.0,21.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,18.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,15.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,12.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,9.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,5.9,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,3.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-0.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-3.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-6.1,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-9.1,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-12.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-15.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-18.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-21.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-24.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-27.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-30.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-33.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-36.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-39.1,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-42.2,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-45.3,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-48.4,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-51.5,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-54.6,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-57.7,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-60.8,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-63.9,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,250.0,-67.0,479601.19,6196279.50,30.00,1.48,33.33,1.52
31043,350.0,22.9,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,19.9,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,16.9,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,13.9,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,10.9,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,7.9,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,4.9,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,1.9,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-1.1,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-4.1,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-7.1,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-10.1,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-13.1,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-16.1,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-19.1,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-22.1,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-25.1,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-28.1,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-31.1,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-34.1,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-37.2,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-40.5,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-43.8,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-47.1,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-50.4,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-53.7,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-57.0,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-60.3,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-63.6,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,350.0,-66.9,479601.19,6196379.50,30.00,1.48,33.33,1.52
31043,450.0,24.0,479601.19,6196479.50,30.00,1.48,33.33,1.52
31043,450.0,21.0,479601.19,6196479.50,30.00,1.48,33.33,1.52
31043,450.0,18.0,479601.19,6196479.50,30.00,1.48,33.33,1.52
31043,450.0,15.0,479601.19,6196479.50,30.00,1.48,33.33,1.52
31043,450.0,12.0,479601.19,6196479.50,30.00,1.48,33.33,1.52
31043,450.0,9.0,479601.19,6196479.50,30.00,1.48,33.33,1.52
31043,450.0,6.0,479601.19,6196479.50,30.00,1.48,33.33,1.52
31043,450.0,3.0,479601.19,6196479.50,30.00,1.48,33.33,1.52
31043,450.0,-0.0,479601.19,6196479.50,30.00,1.48,33.33,1.52
31043,450.0,-3.0,479601.19,6196479.50,30.00,1.48,33.33,1.52
31043,450.0,-6.0,479601.19,6196479.50,30.00,1.48,33.33,1.52
31043,450.0,-9.0,479601.19,6196479.50,30.00,1.48,33.33,1.52
31043,450.0,-12.0,479601.19,6196479.50,30.00,1.48,33.33,1.52
31043,450.0,-15.0,479601.19,6196479.50,30.00,1.48,33.33,1.52
31043,450.0,-18.0,479601.19,6196479.50,30.00,1.48,33.33,1.52
