Loop,Iteration,Fid,East,North,Ter,Alt,Pitch,MAG,HCP106140Hz_IP,HCP106140Hz_OP,HCP25380Hz_IP,HCP25380Hz_OP,HCP6135Hz_IP,HCP6135Hz_OP,HCP1518Hz_IP,HCP1518Hz_OP,HCP385Hz_IP,HCP385Hz_OP,VCA3323Hz_IP,VCA3323Hz_OP
1,1,90,479602.3,6196296.0,22.7,38.9,0.0,0.0,1283.625,174.6917,1064.983,149.8500,1017.233,192.8667,892.9415,235.1750,682.6000,267.6333,350.2750,85.70833
1,1,102,479605.5,6196331.0,23.4,38.5,0.0,0.0,1330.717,205.5250,1075.358,174.6833,1018.183,199.6750,890.4500,237.1500,681.1332,268.2167,354.7250,87.03333
1,1,114,479607.1,6196365.0,24.2,38.2,0.0,0.0,1355.250,236.3750,1051.158,195.4917,985.5916,200.7417,864.3333,229.5333,662.8666,258.7166,343.9000,84.95000
1,1,126,479606.7,6196399.0,25.2,37.1,0.0,0.0,1442.592,263.1916,1080.417,226.9833,1000.908,214.2916,877.3167,235.3500,672.2000,262.7000,347.6000,88.55833
1,1,138,479604.8,6196432.5,25.6,35.8,0.0,0.0,1594.025,309.8167,1162.633,268.7583,1061.967,241.8750,926.8666,256.3500,704.6500,282.0916,364.2666,95.32500
1,1,150,479602.0,6196466.0,25.4,35.6,0.0,0.0,1690.667,345.9417,1214.425,305.4333,1094.367,262.1417,950.4916,269.0500,721.7333,291.5167,376.5417,103.5750
1,1,162,479599.6,6196500.0,25.2,36.4,0.0,0.0,1668.883,331.9000,1188.200,311.3333,1057.125,259.2250,917.7083,260.9083,699.0000,280.8833,366.5750,101.9167
1,1,174,479598.7,6196535.0,25.5,37.1,0.0,0.0,1573.825,287.2250,1132.808,299.1250,998.7499,246.6000,869.4000,244.3917,663.9750,262.6333,345.3000,95.80000
1,1,186,479598.9,6196570.0,26.1,37.3,0.0,0.0,1523.967,240.0167,1109.225,292.8833,960.4750,244.9750,834.0167,235.2583,639.3417,250.2583,330.0667,92.34166
1,1,198,479599.5,6196606.0,26.6,37.3,0.0,0.0,1517.383,228.2000,1117.308,302.8250,951.4750,253.7500,820.8750,236.3917,629.8333,246.3333,324.4917,93.89166
1,1,210,479600.2,6196641.5,27.0,37.4,0.0,0.0,1494.533,214.8417,1116.158,296.6500,938.5499,256.7583,803.3666,235.8250,614.6833,240.9083,315.8333,93.79166
1,1,222,479600.4,6196677.5,27.6,37.0,0.0,0.0,1508.067,211.4500,1131.917,302.9000,950.8666,265.6417,805.3916,244.1833,610.2250,244.8916,314.0000,96.04166
1,1,234,479599.5,6196713.0,28.4,35.5,0.0,0.0,1655.058,235.4250,1252.417,343.3167,1021.733,309.7500,852.8082,274.4000,635.3333,266.5833,327.1583,107.3583
1,1,246,479597.7,6196748.0,29.3,33.3,0.0,0.0,1924.250,278.9000,1448.133,440.9750,1112.583,391.8167,906.2916,313.2667,670.7166,291.0833,360.1750,129.6583
1,1,258,479595.8,6196783.5,30.1,31.8,0.0,0.0,2048.616,330.6417,1522.142,502.6750,1128.458,423.2000,916.6833,322.4083,681.2833,293.5750,378.8917,139.3083
1,1,270,479594.8,6196819.5,29.7,31.9,0.0,0.0,2028.592,318.1750,1522.033,471.6750,1169.583,409.5583,959.7166,333.6000,700.1250,312.5833,376.8333,137.0750
1,1,282,479595.4,6196856.5,28.3,34.3,0.0,0.0,1860.258,269.6667,1434.325,385.9083,1160.708,359.2833,964.6916,321.3250,702.5333,313.5750,362.4250,122.6167
1,1,294,479597.5,6196894.0,26.9,36.0,0.0,0.0,1620.808,230.1167,1255.575,303.6833,1067.342,291.2000,902.0166,276.2500,673.9332,282.6250,347.4250,105.0917
1,1,306,479599.6,6196931.0,25.5,37.4,0.0,0.0,1459.467,226.5250,1129.192,247.0500,1002.117,237.7250,867.9583,242.3333,661.8083,262.7750,340.5667,92.42500
1,1,318,479601.4,6196968.0,24.8,38.1,0.0,0.0,1302.750,212.8583,1037.975,180.9583,971.7666,195.8500,858.1833,222.8833,660.2583,254.2166,334.1166,81.80000
1,1,330,479602.3,6197004.5,24.4,37.6,0.0,0.0,1225.200,182.5250,1022.992,135.1250,998.7000,177.5417,887.4583,223.4833,683.4916,262.0167,343.8083,77.30833
1,1,342,479602.1,6197041.5,24.5,36.3,0.0,0.0,1289.683,191.3583,1095.992,136.1917,1080.958,185.1583,964.6917,243.9166,735.7083,287.8833,372.0917,83.73333
1,1,354,479600.9,6197079.0,25.1,34.2,0.0,0.0,1456.733,263.1250,1204.683,166.0333,1177.700,211.6500,1045.300,272.5000,790.4333,321.4000,408.9083,95.83333
1,1,366,479599.5,6197117.5,25.1,33.3,0.0,0.0,1630.583,311.7333,1315.992,203.7000,1268.467,243.8250,1116.283,303.5916,834.2917,349.5333,437.1917,106.4167
1,1,378,479598.7,6197156.0,23.3,35.0,0.0,0.0,1655.283,262.9417,1364.325,198.0916,1309.675,252.9000,1144.875,317.7000,850.5082,364.1083,453.0333,111.2250
1,1,390,479598.8,6197194.5,22.8,34.8,0.0,0.0,1659.883,202.2083,1411.667,183.3417,1356.575,259.1250,1175.858,332.6500,868.5917,377.5916,470.3333,116.5333
1,1,402,479599.8,6197232.5,22.8,34.7,0.0,0.0,1733.758,203.4500,1468.125,192.5667,1406.575,277.6083,1211.933,350.6250,889.8749,391.2916,477.7083,120.1083
1,1,414,479601.2,6197270.5,23.7,34.3,0.0,0.0,1748.392,231.2333,1458.100,210.8833,1380.658,283.0250,1186.058,343.5333,876.4250,381.8167,472.4167,123.4000
1,1,426,479602.1,6197308.0,25.2,32.1,0.0,0.0,1803.850,277.3500,1478.217,235.0083,1396.325,291.8834,1202.483,349.1583,887.9416,387.7417,473.0583,123.8500
1,1,438,479602.2,6197346.0,26.1,31.2,0.0,0.0,1860.833,323.1333,1497.625,259.4500,1406.183,300.3667,1212.925,352.7667,897.0416,391.8333,475.6333,125.6667
1,1,450,479601.6,6197384.5,25.6,31.9,0.0,0.0,1962.142,364.1500,1526.892,298.2917,1405.625,319.9500,1203.417,356.6667,892.3916,390.7000,477.9583,130.8167
1,1,462,479600.5,6197423.0,24.7,32.9,0.0,0.0,1916.458,350.5250,1501.675,294.6833,1384.650,312.7083,1186.700,350.5667,880.5165,384.9167,472.0000,128.4417
1,1,474,479599.2,6197461.0,24.5,34.3,0.0,0.0,1690.225,292.0667,1357.408,240.9000,1271.400,273.4916,1096.242,313.8500,820.1666,352.2917,441.5583,114.4667
1,1,486,479598.3,6197497.5,25.0,33.5,0.0,0.0,1748.675,300.5583,1385.417,261.3500,1281.450,285.8666,1098.117,322.0916,817.9166,354.8917,448.0416,123.3750
1,1,498,479598.0,6197533.5,25.5,32.2,0.0,0.0,1882.067,355.3916,1473.550,291.2666,1358.208,310.7500,1158.775,349.1917,854.2166,377.6166,462.5500,127.0833
1,1,510,479598.4,6197570.0,26.0,30.7,0.0,0.0,1879.850,387.8500,1485.642,276.0667,1388.450,311.2250,1184.308,354.3833,875.4416,386.3583,470.5667,129.2167
1,1,522,479599.2,6197607.0,25.1,31.1,0.0,0.0,1966.900,364.4833,1583.792,287.0000,1466.550,337.9916,1244.942,377.5000,916.5499,409.8417,493.3000,139.5500
1,1,534,479599.9,6197645.0,23.6,32.5,0.0,0.0,2007.775,311.5000,1633.892,286.6417,1509.967,346.8583,1281.350,387.8417,941.0333,424.9833,508.9916,143.2667
1,1,546,479600.3,6197684.0,23.1,32.5,0.0,0.0,2039.275,308.5917,1666.308,274.7834,1558.808,344.1167,1327.925,397.2083,972.2916,445.3833,526.7833,144.4750
1,1,558,479600.0,6197722.0,23.1,32.0,0.0,0.0,2192.833,334.1750,1762.325,307.8250,1638.975,368.9000,1391.800,426.4083,1009.258,473.1916,553.7916,153.7333
1,1,570,479599.0,6197760.0,23.3,32.2,0.0,0.0,2240.217,350.4417,1760.008,342.1000,1616.867,379.3833,1359.550,424.7000,987.4750,464.7750,554.7166,157.0333
1,1,582,479598.1,6197796.5,23.9,32.6,0.0,0.0,2220.300,357.5916,1708.725,370.5167,1543.100,379.3583,1297.717,409.3333,942.2833,439.2083,523.1000,153.0917
1,1,594,479597.7,6197832.5,24.4,33.1,0.0,0.0,2151.933,345.5917,1611.942,389.1666,1430.975,363.9917,1208.083,377.5750,886.3751,403.3500,484.3083,143.6000
1,1,606,479597.9,6197869.0,25.3,33.5,0.0,0.0,2019.258,348.0000,1482.067,376.7500,1301.775,336.1417,1108.508,338.6333,821.5499,363.1166,441.6250,128.6500
1,1,618,479598.3,6197905.5,26.4,33.4,0.0,0.0,1989.942,370.2250,1427.717,397.1250,1233.075,330.5917,1053.858,320.8500,785.5833,341.8000,418.8167,125.8167
1,1,630,479598.6,6197943.5,28.0,33.3,0.0,0.0,1872.041,344.7166,1341.058,386.1916,1135.500,319.3416,965.9749,294.9666,727.1750,309.4916,387.0833,118.4667
1,1,642,479598.2,6197982.5,29.7,33.4,0.0,0.0,1771.758,307.0833,1323.433,375.6417,1079.467,339.1500,891.1832,290.1583,671.1583,285.7416,360.6166,120.0833
1,1,654,479597.0,6198021.0,31.2,33.8,0.0,0.0,1743.675,252.9333,1408.225,336.8833,1129.625,399.0667,871.6417,329.1333,638.5000,287.4250,364.8500,140.8667
1,1,666,479595.7,6198059.0,32.4,34.3,0.0,0.0,1696.725,203.0083,1465.583,251.3583,1236.742,431.6667,890.3499,385.1083,622.2000,304.7083,392.0917,162.3917
1,1,678,479594.6,6198096.5,33.5,35.1,0.0,0.0,1631.866,193.4417,1427.275,195.0083,1298.092,397.0500,918.8167,421.7250,608.4666,322.1000,409.4833,165.0500
1,1,690,479594.6,6198133.0,35.0,35.5,0.0,0.0,1561.917,183.7750,1347.583,180.6083,1278.592,335.8333,933.4000,420.9667,597.5667,329.1500,417.8416,155.2667
1,1,702,479595.6,6198169.5,36.5,35.0,0.0,0.0,1541.983,225.3167,1300.625,185.2417,1248.017,295.1750,954.8000,408.1750,602.5583,336.3083,413.3916,140.1750
1,1,714,479597.7,6198205.5,38.1,34.2,0.0,0.0,1530.858,267.8250,1258.617,198.9833,1207.558,271.3167,964.6666,384.6833,611.6332,337.5250,405.1666,127.4667
1,1,726,479599.9,6198242.5,39.7,32.5,0.0,0.0,1566.433,328.3500,1258.967,218.6417,1192.625,264.4000,981.8499,367.7083,630.5333,342.3333,402.6750,120.7917
1,1,738,479601.8,6198280.5,40.4,31.9,0.0,0.0,1610.217,344.1500,1281.192,239.2917,1198.092,272.4167,1000.908,363.8916,648.5166,349.5167,403.5833,121.0917
1,1,750,479602.4,6198319.5,39.1,34.0,0.0,0.0,1596.200,278.9583,1281.258,238.4333,1184.983,273.4167,992.7667,353.9417,649.6750,346.6833,404.7500,119.4500
1,1,762,479601.7,6198359.0,37.3,35.8,0.0,0.0,1524.533,211.3500,1254.183,211.0583,1165.367,257.7917,982.3500,340.9750,649.3083,339.7249,397.1083,112.9833
1,1,774,479600.3,6198399.5,36.7,36.5,0.0,0.0,1448.975,205.9250,1198.225,198.3917,1117.458,245.5333,935.1332,325.5250,625.4416,320.3667,384.6667,109.2667
1,1,786,479598.9,6198439.0,36.6,36.7,0.0,0.0,1379.900,211.4417,1121.125,189.1500,1052.733,234.2833,869.5333,303.0916,592.5833,292.4333,371.6917,107.9167
1,1,798,479598.3,6198478.0,36.1,37.1,0.0,0.0,1337.600,197.3833,1091.942,175.1250,1035.325,223.6500,856.2833,295.8833,587.2166,284.0500,358.7750,103.5667
1,1,810,479598.7,6198516.0,35.2,37.6,0.0,0.0,1368.242,175.6666,1132.375,168.0500,1085.458,226.5750,899.3832,313.6583,610.0083,299.9583,378.0333,106.9250
