 East  ,  RL  ,  Delpar	 
      25.0,     561.4,      0.26
      25.0,     551.4,      0.25
      25.0,     541.4,      0.23
      25.0,     531.4,      0.21
      25.0,     521.4,      0.19
      25.0,     508.9,      0.15
      25.0,     491.4,      0.11
      25.0,     470.8,      0.07
      25.0,     449.0,      0.05
      25.0,     425.8,      0.03
      25.0,     401.3,      0.02
      25.0,     375.3,      0.01
      25.0,     347.7,      0.01
      25.0,     318.5,      0.00
      25.0,     287.5,      0.00
      25.0,     254.7,      0.00
      25.0,     219.9,     -0.00
      25.0,     182.9,     -0.00
      25.0,     143.7,     -0.00
      25.0,     102.1,     -0.00
      25.0,      58.0,     -0.00
      25.0,      11.3,     -0.00
      75.0,     561.0,      0.29
      75.0,     551.0,      0.28
      75.0,     541.0,      0.25
      75.0,     531.0,      0.22
      75.0,     521.0,      0.19
      75.0,     508.5,      0.15
      75.0,     491.0,      0.10
      75.0,     470.4,      0.07
      75.0,     448.5,      0.05
      75.0,     425.4,      0.03
      75.0,     400.8,      0.02
      75.0,     374.8,      0.01
      75.0,     347.3,      0.00
      75.0,     318.1,      0.00
      75.0,     287.1,      0.00
      75.0,     254.2,     -0.00
      75.0,     219.4,     -0.00
      75.0,     182.5,     -0.00
      75.0,     143.4,     -0.00
      75.0,     101.9,     -0.00
      75.0,      57.9,     -0.00
      75.0,      11.3,     -0.00
     125.0,     560.7,      0.29
     125.0,     550.7,      0.27
     125.0,     540.7,      0.24
     125.0,     530.7,      0.21
     125.0,     520.7,      0.18
     125.0,     508.2,      0.14
     125.0,     490.7,      0.09
     125.0,     470.1,      0.06
     125.0,     448.3,      0.04
     125.0,     425.2,      0.02
     125.0,     400.6,      0.01
     125.0,     374.6,      0.01
     125.0,     347.0,      0.00
     125.0,     317.8,      0.00
     125.0,     286.9,     -0.00
     125.0,     254.0,     -0.00
     125.0,     219.2,     -0.00
     125.0,     182.3,     -0.00
     125.0,     143.2,     -0.00
     125.0,     101.8,     -0.00
     125.0,      57.8,     -0.00
     125.0,      11.2,     -0.00
     175.0,     561.0,      0.24
     175.0,     551.0,      0.23
     175.0,     541.0,      0.21
     175.0,     531.0,      0.18
     175.0,     521.0,      0.16
     175.0,     508.5,      0.12
     175.0,     491.0,      0.09
     175.0,     470.4,      0.06
     175.0,     448.6,      0.04
     175.0,     425.4,      0.02
     175.0,     400.9,      0.01
     175.0,     374.9,      0.00
     175.0,     347.3,      0.00
     175.0,     318.1,     -0.00
     175.0,     287.1,     -0.00
     175.0,     254.3,     -0.00
     175.0,     219.5,     -0.00
     175.0,     182.6,     -0.00
     175.0,     143.4,     -0.00
     175.0,     101.9,     -0.00
     175.0,      57.9,     -0.00
     175.0,      11.3,     -0.00
     225.0,     561.6,      0.30
     225.0,     551.6,      0.29
     225.0,     541.6,      0.26
     225.0,     531.6,      0.23
     225.0,     521.6,      0.20
     225.0,     509.1,      0.15
     225.0,     491.6,      0.10
     225.0,     471.0,      0.07
     225.0,     449.1,      0.04
     225.0,     426.0,      0.02
     225.0,     401.5,      0.01
     225.0,     375.4,      0.00
     225.0,     347.9,     -0.00
     225.0,     318.7,     -0.00
     225.0,     287.7,     -0.00
     225.0,     254.8,     -0.00
