Line,Location,RL,East,North,Res_ohmm,Log_Res, Conductivity_Ms_m,Log_Cond
11260,25.0,581.9,740329.81,7171996.00,3.88,0.59,257.47,2.41
11260,25.0,571.9,740329.81,7171996.00,3.32,0.52,301.50,2.48
11260,25.0,561.9,740329.81,7171996.00,4.14,0.62,241.32,2.38
11260,25.0,551.9,740329.81,7171996.00,6.61,0.82,151.21,2.18
11260,25.0,541.9,740329.81,7171996.00,11.38,1.06,87.88,1.94
11260,25.0,529.4,740329.81,7171996.00,25.91,1.41,38.59,1.59
11260,25.0,511.9,740329.81,7171996.00,64.03,1.81,15.62,1.19
11260,25.0,491.3,740329.81,7171996.00,129.87,2.11,7.70,0.89
11260,25.0,469.4,740329.81,7171996.00,223.37,2.35,4.48,0.65
11260,25.0,446.3,740329.81,7171996.00,335.37,2.53,2.98,0.47
11260,25.0,421.7,740329.81,7171996.00,452.52,2.66,2.21,0.34
11260,25.0,395.7,740329.81,7171996.00,563.10,2.75,1.78,0.25
11260,25.0,368.2,740329.81,7171996.00,659.14,2.82,1.52,0.18
11260,25.0,338.9,740329.81,7171996.00,737.38,2.87,1.36,0.13
11260,25.0,308.0,740329.81,7171996.00,798.03,2.90,1.25,0.10
11260,25.0,275.1,740329.81,7171996.00,843.21,2.93,1.19,0.07
11260,25.0,240.3,740329.81,7171996.00,875.84,2.94,1.14,0.06
11260,25.0,203.2,740329.81,7171996.00,899.46,2.95,1.11,0.05
11260,25.0,163.5,740329.81,7171996.00,915.74,2.96,1.09,0.04
11260,25.0,121.5,740329.81,7171996.00,927.03,2.97,1.08,0.03
11260,25.0,77.0,740329.81,7171996.00,934.65,2.97,1.07,0.03
11260,25.0,29.8,740329.81,7171996.00,939.18,2.97,1.06,0.03
11260,75.0,583.6,740329.81,7172046.00,32.22,1.51,31.04,1.49
11260,75.0,573.6,740329.81,7172046.00,26.58,1.42,37.62,1.58
11260,75.0,563.6,740329.81,7172046.00,23.31,1.37,42.89,1.63
11260,75.0,553.6,740329.81,7172046.00,24.27,1.39,41.21,1.61
